Include,StudyID,GroupID,LaboratoryID,PopulationID,EffectID,Title,Year,Authors_all,Lab_PI,Journal,DOI,Species,Developmental_mode,Mean_clutch_size,SD_clutch_size,SE_clutch_size,Focal_clutch_number,Max_clutch_number,Study_area,Lat_study_area,Long_study_area,Elev_study_area,Year_collection,Study_type,Egg_n_collected,Time_collection,Egg_sampl_method,Egg_store,Egg_homog,Egg_homog_name,Site_horm_measured,Horm_measured,Horm_extracted_colum,Method_horm_meas,AntibodyKit,Horm_units,Horm_mean,Horm_Var,Horm_Var_Type,Exp_mother_egg,Method_mother_exp,Type_mother_exp,Horm_mother_exp,Horm_mother_units,Horm_mother_lab,Horm_mother_applied_dose,Horm_mother_mean_nat,Horm_mother_dose_exp,Horm_mother_SD,Horm_mother_cateogrical_dose,Time_mother_exp,Egg_order_exp,Egg_n_exp,Percent_egg_exp,Time_egg_exp,Method_egg_exp,Site_egg_exp,Horm_egg_exp,Horm_egg_units,Horm_egg_lab,Horm_egg_applied_dose,Horm_egg_mean_nat,Horm_egg_dose_exp,Horm_egg_SD,Horm_egg_cateogrical_dose,Solvent_egg_used_exp,Fitness_trait,Fitness_mother,Fitness_offs,Off_life_stage,Off_age,Off_average_nesting_time,Off_relative_age,Off_sex,Blind_data_recording,Partial_or_selective_data_rep,TestStat_N_level,TestStat_N_clutch,TestStat_N_off,TestStat_Type,TestStat_NumberOfPredictors,TestStat_Value,TestStat_df,TestStat_p,TestStat_p_comment,TestDirection,Exp_N_level,Control_Mean,Control_Var,Control_N_clutch,Control_N_off,Exp_Mean,Exp_Var,Exp_N_clutch,Exp_N_off,Shared_control,Shared_control_ID,Var_type,Var_type_comment ,DataLocation,DataSource,DataReporting,Raw,Notes,Quotes,ExtractionID,Extraction_check_observer,Extraction_check_notes,Reply_LM,Comments_after_author_response,Final_exclusion_paper_why,Least_square_means,Cross_fostering,Incubation_prior,Effect_size_type
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,wing,before independence,7,20,0.35,female,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,21.69444,3.800898,23,37,21.4,4.353754,20,30,no,NA,SD,NA,tableS1; data sent by authors,supplementary materials; Excel file and R code,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,Exact sample sizes obtained from the raw data sent by authors. In the suppl tabla S1 that appears in the paper the authors reported SE. I calculated the SD from the raw data.,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,wing,before independence,7,20,0.35,male,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,21.30882,4.043354,18,34,22.14,3.19063,23,35,no,NA,SD,NA,tableS1; data sent by authors,supplementary materials; Excel file and R code,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,Exact sample sizes obtained from the raw data sent by authors. In the suppl tabla S1 that appears in the paper the authors reported SE. I calculated the SD from the raw data.,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,tarsus,before independence,7,20,0.35,female,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,15.44444,1.139786,23,36,15.16667,1.283673,20,30,no,NA,SD,NA,data sent by authors,Excel file and R code,complete,yes,NA,NA,LM,LM,NA,NA,NA,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,tarsus,before independence,7,20,0.35,male,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,15.53636,1.339967,17,33,15.71714,1.032554,23,35,no,NA,SD,NA,data sent by authors,Excel file and R code,complete,yes,NA,NA,LM,LM,NA,NA,NA,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,mass,before independence,14,20,0.7,female,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,15.73306,1.934971,23,36,15.734,1.051464,20,30,no,NA,SD,NA,tableS1; data sent by authors,supplementary materials; Excel file and R code,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,Exact sample sizes obtained from the raw data sent by authors. In the suppl tabla S1 that appears in the paper the authors reported SE. I calculated the SD from the raw data.,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,mass,before independence,14,20,0.7,male,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,15.84829,2.121383,18,35,16.33706,1.537313,22,34,no,NA,SD,NA,tableS1; data sent by authors,supplementary materials; Excel file and R code,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,Exact sample sizes obtained from the raw data sent by authors. In the suppl tabla S1 that appears in the paper the authors reported SE. I calculated the SD from the raw data.,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,wing,before independence,14,20,0.7,female,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,p-value,NA,offspring,48.11111,4.821249,23,36,47.6,3.783813,20,30,no,NA,SD,NA,tableS1; data sent by authors,supplementary materials; Excel file and R code,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,Exact sample sizes obtained from the raw data sent by authors. In the suppl tabla S1 that appears in the paper the authors reported SE. I calculated the SD from the raw data.,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,wing,before independence,14,20,0.7,male,NA,no,NA,30,NA,NA,NA,NA,NA,NA,p-value,NA,offspring,47.57143,5.348368,18,35,48.94118,3.876434,22,34,no,NA,SD,NA,tableS1; data sent by authors,supplementary materials; Excel file and R code,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,Exact sample sizes obtained from the raw data sent by authors. In the suppl tabla S1 that appears in the paper the authors reported SE. I calculated the SD from the raw data.,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,tarsus,before independence,14,20,0.7,female,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,p-value,NA,offspring,19.26286,0.8342259,23,35,19.2069,0.826754,19,29,no,NA,SE,NA,tableS1,supplementary materials,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,LM,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,NA,NA,no,yes,no,Mean
yes,rayyan-123814355,GR_P_10,Lab_ID_7,Population_ID_5,NA,Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species,2016,Ruuskanen; Suvi and Darras; Veerle M. and Visser; Marcel E. and Groothuis; Ton G. G.,Groothuis,Hormones and Behavior,10.1016/j.yhbeh.2016.03.006,Parus major,altricial,NA,NA,NA,1,NA,Bennekom; The Netherlands,51.998056,5.676389,NA,2014,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ng,1.074,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,NA,100,during laying/after clutch completion/before incubation,injection,yolk,TH3 and TH4,ng,Sigma; Germany,0.66,1.074,61.45251397,2,within natural range,saline with no or less than 1% ethanol,offspring,NA,tarsus,before independence,14,20,0.7,male,NA,no,NA,30,NA,NA,NA,NA,NA,NA,p-value,NA,offspring,19.57059,0.9190012,18,34,19.89688,0.7059582,21,32,no,NA,SE,NA,tableS1,supplementary materials,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,LM,LM; ASF,watchout: each nest has now a mix of control and treated offspring (because of very low hatching success) - so clutch is not at a female level. ,NA,NA,NA,no,yes,no,Mean
yes,rayyan-123814394,GR_P_11,Lab_ID_34,Population_ID_31,NA,Egg corticosterone can stimulate telomerase activity and promote longer telomeres during embryo development,2020,Noguera; Jose C. and da Silva; Alberto and Velando; Alberto,Velando,Molecular Ecology,10.1111/mec.15694 ,Larus michahellis,semi-precocial,3,NA,NA,NA,NA,Sálvora Island; Galicia; Spain ,42.466667,9,NA,2019,experimental,1,same day that it was laid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,33.33333333,during laying/after clutch completion/before incubation,injection,albumen,corticosterone,ng,Merck KGaA; Darmstadt; Germany,15,NA,NA,1,within natural range,plant oil,mother,hatching success,NA,hatching,NA,NA,NA,NA,NA,no,clutch,46,NA, Wald Chi-square (generalized linear model),NA,0.092,1,0.762,p-value,negative,clutch,NA,NA,23,23,NA,NA,23,23,no,NA,NA,NA,p3,text,complete,yes,"Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,PBD,PD; LM,Clutch size needs to be decided.,The authors said that they manipulated 1 egg from 3 egg clutches. We will then consider 3 as clutch size; I changed the test direction; since in the methods it says that 6 control egg did not hatch while 7 treated eggs did not hatch. Therefore; the treatment lead to fewer hatchlings than control eggs.,NA,NA,no,no,no,Chi-square (generalized linear model)
yes,rayyan-123814394,GR_P_11,Lab_ID_34,Population_ID_31,NA,Egg corticosterone can stimulate telomerase activity and promote longer telomeres during embryo development,2020,Noguera; Jose C. and da Silva; Alberto and Velando; Alberto,Velando,Molecular Ecology,10.1111/mec.15694 ,Larus michahellis,semi-precocial,3,NA,NA,NA,NA,Sálvora Island; Galicia; Spain ,42.466667,9,NA,2019,experimental,1,same day that it was laid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,33.33333333,during laying/after clutch completion/before incubation,injection,albumen,corticosterone,ng,Merck KGaA; Darmstadt; Germany,15,NA,NA,1,within natural range,plant oil,offspring,NA,mass,hatching,0,NA,NA,NA,NA,no,offspring,NA,33,F-test (linear model),7,0.315,29,0.579,p-value; FDR-adjusted p is also presented; estimate: 0.739,positive,offspring,60.52,5.56,17,17,60.59,4.94,16,16,no,NA,NA,NA,p3 + repository + response from author,text,complete,yes,In the repository morphological and experiment data have different ID so it's not possible cross them,NA,PBD,PD; LM,Clutch size needs to be decided.,The authors said that they manipulated 1 egg from 3 egg clutches. We will then consider 3 as clutch size,NA,NA,no,no,no,Mean
yes,rayyan-123814394,GR_P_11,Lab_ID_34,Population_ID_31,NA,Egg corticosterone can stimulate telomerase activity and promote longer telomeres during embryo development,2020,Noguera; Jose C. and da Silva; Alberto and Velando; Alberto,Velando,Molecular Ecology,10.1111/mec.15694 ,Larus michahellis,semi-precocial,3,NA,NA,NA,NA,Sálvora Island; Galicia; Spain ,42.466667,9,NA,2019,experimental,1,same day that it was laid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,33.33333333,during laying/after clutch completion/before incubation,injection,albumen,corticosterone,ng,Merck KGaA; Darmstadt; Germany,15,NA,NA,1,within natural range,plant oil,offspring,NA,tarsus,hatching,0,NA,NA,NA,NA,no,offspring,NA,33,F-test (linear model),7,0.151,29,0.7,p-value; FDR-adjusted p is also presented; estimate: -0.180,negative,offspring,26.01,1.5,17,17,25.9,1.18,16,16,no,NA,NA,NA,p3 + repository + response from author,text,complete,yes,In the repository morphological and experiment data have different ID so it's not possible cross them,NA,PBD,PD; LM,Clutch size needs to be decided.,The authors said that they manipulated 1 egg from 3 egg clutches. We will then consider 3 as clutch size,NA,NA,no,no,no,Mean
yes,rayyan-123814425,GR_N_05,Lab_ID_27,Population_ID_11,NA,Elevated corticosterone during egg production elicits increased maternal investment and promotes nestling growth in a wild songbird,2016,Bowers; E. Keith and Bowden; Rachel M. and Thompson; Charles F. and Sakaluk; Scott K.,Scott,Hormones and Behavior,10.1016/j.yhbeh.2016.05.010,Troglodytes aedon,altricial,NA,NA,NA,NA,NA,McLean County; Illinois; USA,41.1,-88.13,NA,2015,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,indirect,food manipulation,corticosterone,mg,NA,0.5,NA,NA,NA,NA,less than 6 days prior to the first egg or during egg-laying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,clutch size,NA,NA,NA,NA,NA,NA,NA,NA,clutch,31,NA,F-test (mixed model),5,3.61,42,0.036,p-value,positive,clutch,5.13,0.99,15,NA,5.75,0.775,16,NA,yes,SC_N_1,SD,NA, table 1; fig 2; data sent by author,table; fig and word file from author,complete,no,no sample sizes available - least-squares mean,NA,MNA,LM,Concentrations of cort injected to meal worms increase cort in blood within the stress-induce range. Besides the F-value; the authors also reported the estimate: control-low: -0.69 +- 0.32 (SE),NA,Sample sizes sent and now we have mean and SD.,NA,no,no,no,Mean
yes,rayyan-123814425,GR_N_05,Lab_ID_27,Population_ID_11,NA,Elevated corticosterone during egg production elicits increased maternal investment and promotes nestling growth in a wild songbird,2016,Bowers; E. Keith and Bowden; Rachel M. and Thompson; Charles F. and Sakaluk; Scott K.,Scott,Hormones and Behavior,10.1016/j.yhbeh.2016.05.010,Troglodytes aedon,altricial,NA,NA,NA,NA,NA,McLean County; Illinois; USA,41.1,-88.13,NA,2015,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,indirect,food manipulation,corticosterone,mg,NA,1,NA,NA,NA,NA,less than 6 days prior to the first egg or during egg-laying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,clutch size,NA,NA,NA,NA,NA,NA,NA,NA,clutch,30,NA,F-test (mixed model),5,3.61,42,0.036,p-value,positive,clutch,5.13,0.99,15,NA,5.73,0.799,15,NA,yes,SC_N_1,SD,NA,table 1; fig 2; data sent by author,table; fig and word file from author,complete,no,no sample sizes available - least-squares mean,NA,MNA,LM,Concentrations of cort injected to meal worms increase cort in blood within the stress-induce range. Besides the F-value; the authors also reported the estimate: low-high: 0.11 +- 0.32 (SE),NA,Sample sizes sent and now we have mean and SD.,NA,no,no,no,Mean
